date,home_team,away_team,home_score,away_score,
05/10/1996,País de Gales,Holanda,1,3,
14/09/1996,Austrália,Gana,2,0,
04/09/1996,Polônia,Alemanha,0,2,
31/08/1996,França,México,2,0,
31/08/1996,Holanda,Brasil,2,2,
25/08/1996,Japão,Uruguai,5,3,
16/08/1996,Equador,Costa Rica,1,1,
26/06/1996,Inglaterra,Alemanha,1,1,
23/06/1996,Alemanha,Croácia,2,1,
22/06/1996,Inglaterra,Espanha,0,0,
22/06/1996,França,Holanda,0,0,
19/06/1996,Croácia,Portugal,0,3,
18/06/1996,Inglaterra,Holanda,4,1,
16/06/1996,Croácia,Dinamarca,3,0,
16/06/1996,Estados Unidos,México,2,2,
15/06/1996,França,Espanha,1,1,
13/06/1996,Suíça,Holanda,0,2,
09/06/1996,Dinamarca,Portugal,1,1,
08/06/1996,Inglaterra,Suíça,1,1,
05/06/1996,Canadá,Costa Rica,0,1,
02/06/1996,Dinamarca,Gana,1,0,
02/06/1996,Equador,Argentina,2,0,
01/06/1996,Alemanha,França,0,1,
01/06/1996,Catar,Irã,0,1,
29/05/1996,Japão,México,3,2,
26/05/1996,Japão,Sérvia,1,0,
26/05/1996,Tunísia,Senegal,2,0,
23/05/1996,México,Sérvia,0,0,
17/05/1996,Irã,Catar,2,0,
24/04/1996,Inglaterra,Croácia,0,0,
24/04/1996,Holanda,Alemanha,0,1,
24/04/1996,Suíça,País de Gales,2,0,
27/03/1996,Bélgica,França,0,2,
27/03/1996,Brasil,Gana,8,2,
27/03/1996,Alemanha,Dinamarca,2,0,
23/03/1996,Coreia do Sul,Marrocos,2,2,
13/03/1996,Croácia,Coreia do Sul,3,0,
28/02/1996,Croácia,Polônia,2,1,
25/02/1996,Catar,Equador,1,2,
21/02/1996,Portugal,Alemanha,1,2,
19/02/1996,Japão,Polônia,5,0,
18/02/1996,Catar,Equador,1,1,
14/02/1996,Austrália,Japão,3,0,
10/02/1996,Austrália,Japão,1,4,
21/01/1996,México,Brasil,2,0,
19/01/1996,Gana,Tunísia,2,1,
18/01/1996,Estados Unidos,Brasil,0,1,
12/01/1996,Brasil,Canadá,4,1,
05/01/1996,Arábia Saudita,Gana,1,1,
03/01/1996,Marrocos,Tunísia,3,1,
12/12/1995,Inglaterra,Portugal,1,1,
16/11/1995,México,Sérvia,1,4,
15/11/1995,Inglaterra,Suíça,3,1,
08/11/1995,Argentina,Brasil,0,1,
31/10/1995,Coreia do Sul,Arábia Saudita,1,1,
28/10/1995,Japão,Arábia Saudita,2,1,
24/10/1995,Japão,Arábia Saudita,2,1,
11/10/1995,Brasil,Uruguai,2,0,
11/10/1995,Dinamarca,Espanha,1,1,
11/10/1995,México,Arábia Saudita,2,1,
11/10/1995,País de Gales,Alemanha,1,2,
08/10/1995,Estados Unidos,Arábia Saudita,4,3,
20/09/1995,Espanha,Argentina,2,1,
06/09/1995,Bélgica,Dinamarca,1,3,
23/08/1995,Bélgica,Alemanha,1,2,
16/08/1995,França,Polônia,1,1,
12/08/1995,Coreia do Sul,Brasil,0,1,
09/08/1995,Japão,Brasil,1,5,
06/08/1995,Japão,Costa Rica,3,0,
23/07/1995,Uruguai,Brasil,1,1,
20/07/1995,Estados Unidos,Brasil,0,1,
17/07/1995,Brasil,Argentina,2,2,
17/07/1995,Estados Unidos,México,0,0,
15/07/1995,Tunísia,Senegal,4,0,
14/07/1995,Argentina,Estados Unidos,0,3,
13/07/1995,Uruguai,México,1,1,
07/07/1995,Brasil,Equador,1,0,
30/06/1995,Argentina,Austrália,2,0,
24/06/1995,Austrália,Gana,0,1,
23/06/1995,Suíça,Alemanha,1,2,
21/06/1995,Austrália,Gana,1,0,
18/06/1995,Austrália,Gana,2,1,
18/06/1995,Estados Unidos,México,4,0,
11/06/1995,Inglaterra,Brasil,1,3,
10/06/1995,Costa Rica,Equador,1,2,
06/06/1995,Brasil,Japão,3,0,
05/06/1995,Coreia do Sul,Costa Rica,1,0,
03/06/1995,Inglaterra,Japão,2,1,
28/05/1995,Japão,Equador,3,0,
28/05/1995,Estados Unidos,Costa Rica,1,2,
26/04/1995,Alemanha,País de Gales,1,1,
22/04/1995,Bélgica,Estados Unidos,1,0,
31/03/1995,Sérvia,Uruguai,1,0,
29/03/1995,Inglaterra,Uruguai,0,0,
29/03/1995,Espanha,Bélgica,1,1,
25/03/1995,Estados Unidos,Uruguai,2,2,
01/03/1995,Marrocos,Senegal,2,0,
26/02/1995,Japão,Coreia do Sul,2,2,
22/02/1995,Holanda,Portugal,0,1,
22/02/1995,Espanha,Alemanha,0,0,
21/02/1995,Japão,Coreia do Sul,1,1,
15/02/1995,Austrália,Japão,2,1,
04/02/1995,Coreia do Sul,Sérvia,0,1,
01/02/1995,México,Uruguai,1,0,
26/01/1995,Canadá,Portugal,1,1,
18/01/1995,Holanda,França,0,1,
18/01/1995,Espanha,Uruguai,2,2,
13/01/1995,Dinamarca,Argentina,2,0,
10/01/1995,Dinamarca,México,1,1,
08/01/1995,Japão,Argentina,1,5,
08/01/1995,Arábia Saudita,Dinamarca,0,2,
07/01/1995,Senegal,Tunísia,0,0,
06/01/1995,Arábia Saudita,México,0,2,
27/12/1994,Argentina,Sérvia,1,0,
23/12/1994,Brasil,Sérvia,2,0,
17/12/1994,Bélgica,Espanha,1,4,
17/12/1994,Arábia Saudita,Costa Rica,1,3,
10/12/1994,Arábia Saudita,Polônia,1,2,
08/12/1994,Arábia Saudita,Polônia,0,2,
30/11/1994,Camarões,Gana,0,1,
16/11/1994,Polônia,França,0,0,
16/11/1994,Espanha,Dinamarca,3,0,
12/11/1994,Catar,Arábia Saudita,1,2,
07/11/1994,Marrocos,Camarões,1,1,
19/10/1994,Arábia Saudita,Estados Unidos,2,1,
12/10/1994,Dinamarca,Bélgica,3,1,
27/09/1994,Japão,Austrália,0,0,
07/09/1994,Inglaterra,Estados Unidos,2,0,
14/07/1994,Japão,Gana,2,1,
09/07/1994,Holanda,Brasil,2,3,
08/07/1994,Japão,Gana,3,2,
04/07/1994,Estados Unidos,Brasil,0,1,
02/07/1994,Alemanha,Bélgica,3,2,
02/07/1994,Espanha,Suíça,3,0,
29/06/1994,Bélgica,Arábia Saudita,0,1,
29/06/1994,Marrocos,Holanda,1,2,
27/06/1994,Alemanha,Coreia do Sul,3,2,
25/06/1994,Bélgica,Holanda,1,0,
25/06/1994,Arábia Saudita,Marrocos,2,1,
24/06/1994,Brasil,Camarões,3,0,
21/06/1994,Alemanha,Espanha,1,1,
20/06/1994,Holanda,Arábia Saudita,2,1,
19/06/1994,Bélgica,Marrocos,1,0,
18/06/1994,Estados Unidos,Suíça,1,1,
17/06/1994,Espanha,Coreia do Sul,2,2,
12/06/1994,Canadá,Holanda,0,3,
10/06/1994,Canadá,Espanha,0,2,
08/06/1994,Canadá,Alemanha,0,2,
05/06/1994,Canadá,Brasil,1,1,
05/06/1994,Equador,Coreia do Sul,2,1,
04/06/1994,Croácia,Argentina,0,0,
04/06/1994,Estados Unidos,México,1,0,
01/06/1994,Canadá,Marrocos,1,1,
29/05/1994,Japão,França,1,4,
26/05/1994,Austrália,França,0,1,
25/05/1994,Equador,Argentina,1,0,
25/05/1994,Estados Unidos,Arábia Saudita,0,0,
22/05/1994,Japão,Austrália,1,1,
03/05/1994,Coreia do Sul,Camarões,2,1,
01/05/1994,Coreia do Sul,Camarões,2,2,
20/04/1994,Argentina,Marrocos,3,1,
18/04/1994,Tunísia,Arábia Saudita,2,0,
13/04/1994,Polônia,Arábia Saudita,1,0,
31/03/1994,Gana,Senegal,1,0,
23/03/1994,Brasil,Argentina,2,0,
23/03/1994,Espanha,Croácia,0,2,
12/03/1994,Estados Unidos,Coreia do Sul,1,1,
09/03/1994,Inglaterra,Dinamarca,1,0,
05/03/1994,Estados Unidos,Coreia do Sul,1,0,
09/02/1994,Espanha,Polônia,1,1,
26/01/1994,México,Suíça,1,5,
22/01/1994,Estados Unidos,Suíça,1,1,
19/01/1994,Espanha,Portugal,2,2,
19/01/1994,Tunísia,Holanda,2,2,
31/12/1993,Gana,Tunísia,1,1,
22/12/1993,México,Alemanha,0,0,
18/12/1993,Estados Unidos,Alemanha,0,3,
16/12/1993,México,Brasil,0,1,
15/12/1993,Argentina,Alemanha,2,1,
17/11/1993,Argentina,Austrália,1,0,
17/11/1993,Alemanha,Brasil,2,1,
17/11/1993,Polônia,Holanda,1,3,
17/11/1993,Espanha,Dinamarca,1,0,
31/10/1993,Austrália,Argentina,1,1,
28/10/1993,Arábia Saudita,Irã,4,3,
25/10/1993,Japão,Coreia do Sul,1,0,
22/10/1993,Coreia do Sul,Arábia Saudita,1,1,
18/10/1993,Japão,Irã,1,2,
16/10/1993,Irã,Coreia do Sul,0,3,
15/10/1993,Arábia Saudita,Japão,0,0,
13/10/1993,Alemanha,Uruguai,5,0,
13/10/1993,Holanda,Inglaterra,2,0,
13/10/1993,Portugal,Suíça,1,0,
13/10/1993,Estados Unidos,México,1,1,
29/09/1993,México,Polônia,0,0,
27/09/1993,Arábia Saudita,Costa Rica,3,2,
26/09/1993,Coreia do Sul,Austrália,1,0,
24/09/1993,Coreia do Sul,Austrália,1,1,
23/09/1993,Arábia Saudita,Costa Rica,1,2,
22/09/1993,México,Camarões,1,0,
22/09/1993,Tunísia,Alemanha,1,1,
19/09/1993,Brasil,Uruguai,2,0,
08/09/1993,Inglaterra,Polônia,3,0,
05/09/1993,Equador,Uruguai,0,1,
22/08/1993,Brasil,Equador,2,0,
15/08/1993,Austrália,Canadá,2,1,
15/08/1993,Uruguai,Brasil,1,1,
08/08/1993,Brasil,México,1,1,
01/08/1993,Uruguai,Equador,0,0,
31/07/1993,Canadá,Austrália,2,1,
25/07/1993,México,Estados Unidos,4,0,
21/07/1993,Estados Unidos,Costa Rica,1,0,
18/07/1993,Equador,Brasil,0,0,
18/07/1993,México,Canadá,8,0,
17/07/1993,Senegal,Marrocos,1,3,
15/07/1993,México,Costa Rica,1,1,
11/07/1993,Canadá,Costa Rica,1,1,
04/07/1993,Argentina,México,2,1,
30/06/1993,Equador,México,0,2,
29/06/1993,Costa Rica,México,0,2,
27/06/1993,Brasil,Argentina,1,1,
22/06/1993,Equador,Uruguai,2,1,
20/06/1993,Argentina,México,1,1,
19/06/1993,Equador,Estados Unidos,2,0,
19/06/1993,Inglaterra,Alemanha,1,2,
16/06/1993,Uruguai,Estados Unidos,1,0,
13/06/1993,Brasil,Inglaterra,1,1,
13/06/1993,Estados Unidos,Alemanha,3,4,
10/06/1993,Brasil,Alemanha,3,3,
09/06/1993,Estados Unidos,Inglaterra,2,0,
06/06/1993,Estados Unidos,Brasil,0,2,
29/05/1993,Polônia,Inglaterra,1,1,
09/05/1993,Canadá,México,1,2,
28/04/1993,Inglaterra,Holanda,2,2,
25/04/1993,México,Canadá,4,0,
18/04/1993,Marrocos,Senegal,1,0,
14/04/1993,Alemanha,Gana,6,1,
31/03/1993,Dinamarca,Espanha,1,0,
31/03/1993,Suíça,Portugal,1,1,
31/03/1993,País de Gales,Bélgica,2,0,
24/03/1993,Costa Rica,Canadá,0,1,
17/03/1993,Brasil,Polônia,2,2,
17/03/1993,Tunísia,Suíça,0,1,
14/03/1993,Japão,Estados Unidos,3,1,
11/03/1993,Canadá,Coreia do Sul,2,0,
09/03/1993,Canadá,Coreia do Sul,0,2,
28/02/1993,Marrocos,Tunísia,0,0,
24/02/1993,Argentina,Dinamarca,1,1,
18/02/1993,Argentina,Brasil,1,1,
30/01/1993,Estados Unidos,Dinamarca,2,2,
27/01/1993,Espanha,México,1,1,
23/01/1993,Japão,Suíça,1,1,
20/12/1992,Tunísia,Marrocos,1,1,
20/12/1992,Uruguai,Alemanha,1,4,
16/12/1992,Brasil,Alemanha,3,1,
10/12/1992,Catar,Arábia Saudita,0,1,
29/11/1992,Costa Rica,México,2,0,
29/11/1992,Uruguai,Polônia,0,1,
26/11/1992,Argentina,Polônia,2,0,
25/11/1992,Brasil,Uruguai,1,2,
22/11/1992,México,Costa Rica,4,0,
18/11/1992,Bélgica,País de Gales,2,0,
08/11/1992,Japão,Arábia Saudita,1,0,
03/11/1992,Japão,Irã,1,0,
31/10/1992,Arábia Saudita,Catar,1,1,
22/10/1992,Croácia,México,3,0,
20/10/1992,Arábia Saudita,Argentina,1,3,
15/10/1992,Arábia Saudita,Estados Unidos,3,0,
14/10/1992,Alemanha,México,1,1,
14/10/1992,Holanda,Polônia,2,2,
09/10/1992,Estados Unidos,Canadá,0,0,
06/10/1992,Arábia Saudita,Camarões,2,1,
04/10/1992,Irã,Camarões,0,0,
02/10/1992,Irã,Camarões,1,1,
23/09/1992,Brasil,Costa Rica,4,2,
23/09/1992,Uruguai,Argentina,0,0,
09/09/1992,Dinamarca,Alemanha,1,2,
09/09/1992,Espanha,Inglaterra,1,0,
03/09/1992,Canadá,Estados Unidos,0,2,
29/08/1992,Japão,Coreia do Sul,2,2,
26/08/1992,França,Brasil,0,2,
22/08/1992,Japão,Coreia do Sul,0,0,
06/08/1992,Equador,Costa Rica,1,1,
02/08/1992,Uruguai,Costa Rica,2,1,
02/08/1992,Estados Unidos,Brasil,0,1,
31/07/1992,Brasil,México,5,0,
12/07/1992,Austrália,Croácia,0,0,
08/07/1992,Austrália,Croácia,3,1,
05/07/1992,Austrália,Croácia,1,0,
04/07/1992,Uruguai,Equador,3,1,
26/06/1992,Dinamarca,Alemanha,2,0,
22/06/1992,Holanda,Dinamarca,2,2,
21/06/1992,Uruguai,Austrália,2,0,
18/06/1992,Argentina,Austrália,2,0,
18/06/1992,Holanda,Alemanha,3,1,
17/06/1992,França,Dinamarca,1,2,
14/06/1992,França,Inglaterra,0,0,
13/06/1992,Estados Unidos,Austrália,0,1,
11/06/1992,Dinamarca,Inglaterra,0,0,
07/06/1992,Japão,País de Gales,0,1,
05/06/1992,França,Holanda,1,1,
03/06/1992,Argentina,País de Gales,1,0,
03/06/1992,Estados Unidos,Portugal,1,0,
30/05/1992,Japão,Argentina,0,1,
30/05/1992,Holanda,País de Gales,4,0,
27/05/1992,Costa Rica,Equador,2,1,
27/05/1992,Suíça,França,2,1,
17/05/1992,Inglaterra,Brasil,1,1,
30/04/1992,Uruguai,Brasil,1,0,
25/03/1992,França,Bélgica,3,3,
18/03/1992,Marrocos,Estados Unidos,3,1,
11/03/1992,Espanha,Estados Unidos,2,0,
26/02/1992,Brasil,Estados Unidos,3,0,
26/02/1992,Tunísia,Bélgica,2,1,
19/02/1992,Inglaterra,França,2,0,
12/02/1992,Costa Rica,Estados Unidos,0,0,
12/02/1992,Portugal,Holanda,2,0,
19/01/1992,Senegal,Camarões,0,1,
15/01/1992,Portugal,Espanha,0,0,
12/01/1992,Camarões,Marrocos,1,0,
25/12/1991,Tunísia,Camarões,2,2,
27/11/1991,Costa Rica,México,1,1,
24/11/1991,Estados Unidos,Costa Rica,1,1,
20/11/1991,Bélgica,Alemanha,0,1,
20/11/1991,México,Uruguai,1,1,
13/11/1991,Polônia,Inglaterra,1,1,
31/10/1991,Gana,Senegal,2,3,
16/10/1991,Alemanha,País de Gales,4,1,
16/10/1991,Holanda,Portugal,1,0,
12/10/1991,Espanha,França,1,2,
30/09/1991,Camarões,Tunísia,1,0,
24/09/1991,Camarões,Tunísia,0,1,
11/09/1991,Inglaterra,Alemanha,0,1,
11/09/1991,Holanda,Polônia,1,1,
11/09/1991,País de Gales,Brasil,1,0,
04/09/1991,Espanha,Uruguai,2,1,
14/08/1991,Polônia,França,1,5,
27/07/1991,Japão,Coreia do Sul,0,1,
17/07/1991,Argentina,Brasil,3,2,
15/07/1991,Brasil,Equador,3,1,
11/07/1991,Brasil,Uruguai,1,1,
09/07/1991,Equador,Uruguai,1,1,
07/07/1991,México,Costa Rica,2,0,
05/07/1991,Estados Unidos,México,2,0,
03/07/1991,Estados Unidos,Costa Rica,3,2,
30/06/1991,Canadá,México,1,3,
27/06/1991,Brasil,Argentina,1,1,
14/06/1991,Coreia do Sul,Austrália,0,0,
05/06/1991,País de Gales,Alemanha,1,0,
01/06/1991,Austrália,Inglaterra,0,1,
29/05/1991,Polônia,País de Gales,0,0,
25/05/1991,Inglaterra,Argentina,2,2,
19/05/1991,Estados Unidos,Argentina,0,1,
07/05/1991,México,Uruguai,0,2,
05/05/1991,Estados Unidos,Uruguai,1,0,
01/05/1991,Alemanha,Bélgica,1,0,
17/04/1991,Costa Rica,México,0,0,
27/03/1991,Argentina,Brasil,3,3,
27/03/1991,Bélgica,País de Gales,1,1,
16/03/1991,Estados Unidos,Canadá,2,0,
14/03/1991,Canadá,México,0,3,
13/03/1991,Argentina,México,0,0,
12/03/1991,Estados Unidos,México,2,2,
20/02/1991,França,Espanha,3,1,
06/02/1991,Inglaterra,Camarões,2,0,
01/02/1991,Estados Unidos,Suíça,0,1,
16/01/1991,Espanha,Portugal,1,1,
19/12/1990,Alemanha,Suíça,4,0,
19/12/1990,Portugal,Estados Unidos,1,0,
12/12/1990,México,Brasil,0,0,
17/10/1990,Croácia,Estados Unidos,2,1,
17/10/1990,Inglaterra,Polônia,2,0,
17/10/1990,Portugal,Holanda,1,0,
17/10/1990,País de Gales,Bélgica,3,1,
10/10/1990,Polônia,Estados Unidos,2,3,
12/09/1990,Espanha,Brasil,3,0,
11/09/1990,Dinamarca,País de Gales,1,0,
09/09/1990,Coreia do Sul,Austrália,1,0,
06/09/1990,Coreia do Sul,Austrália,1,0,
29/08/1990,Portugal,Alemanha,1,1,
15/08/1990,França,Polônia,0,0,
09/08/1990,Tunísia,Marrocos,0,0,
27/07/1990,Japão,Coreia do Sul,0,2,
08/07/1990,Alemanha,Argentina,1,0,
04/07/1990,Alemanha,Inglaterra,1,1,
01/07/1990,Camarões,Inglaterra,2,3,
26/06/1990,Inglaterra,Bélgica,1,0,
24/06/1990,Brasil,Argentina,0,1,
24/06/1990,Alemanha,Holanda,2,1,
21/06/1990,Bélgica,Espanha,1,2,
21/06/1990,Coreia do Sul,Uruguai,0,1,
17/06/1990,Bélgica,Uruguai,3,1,
17/06/1990,Coreia do Sul,Espanha,1,3,
16/06/1990,Brasil,Costa Rica,1,0,
16/06/1990,Inglaterra,Holanda,0,0,
13/06/1990,Uruguai,Espanha,0,0,
12/06/1990,Bélgica,Coreia do Sul,2,0,
08/06/1990,Argentina,Camarões,0,1,
06/06/1990,Bélgica,Polônia,1,1,
02/06/1990,Bélgica,México,3,0,
02/06/1990,Suíça,Estados Unidos,2,1,
02/06/1990,Tunísia,Inglaterra,1,1,
30/05/1990,Alemanha,Dinamarca,1,0,
22/05/1990,Inglaterra,Uruguai,1,2,
20/05/1990,País de Gales,Costa Rica,1,0,
15/05/1990,Inglaterra,Dinamarca,1,0,
13/05/1990,Canadá,México,2,1,
09/05/1990,Estados Unidos,Polônia,3,1,
08/05/1990,Suíça,Argentina,1,1,
06/05/1990,Costa Rica,Polônia,0,2,
25/04/1990,Alemanha,Uruguai,3,3,
28/03/1990,Inglaterra,Brasil,1,0,
20/03/1990,México,Uruguai,2,1,
06/03/1990,Camarões,Senegal,0,2,
28/02/1990,França,Alemanha,2,1,
04/02/1990,Costa Rica,Uruguai,0,2,
04/02/1990,Irã,Polônia,0,1,
02/02/1990,Irã,Polônia,0,2,
02/02/1990,Estados Unidos,Costa Rica,0,2,
17/01/1990,México,Argentina,2,0,
20/12/1989,Holanda,Brasil,0,1,
13/12/1989,Espanha,Suíça,2,1,
19/11/1989,Tunísia,Camarões,0,1,
15/11/1989,Alemanha,País de Gales,2,1,
25/10/1989,Arábia Saudita,Coreia do Sul,0,2,
16/10/1989,Catar,Arábia Saudita,1,1,
13/10/1989,Coreia do Sul,Catar,0,0,
11/10/1989,Polônia,Inglaterra,0,0,
11/10/1989,Suíça,Bélgica,2,2,
11/10/1989,País de Gales,Holanda,1,2,
08/10/1989,Camarões,Tunísia,2,0,
20/09/1989,Espanha,Polônia,1,0,
20/09/1989,Suíça,Portugal,1,2,
06/09/1989,Bélgica,Portugal,3,0,
06/09/1989,Holanda,Dinamarca,2,2,
23/08/1989,Bélgica,Dinamarca,3,0,
13/08/1989,Marrocos,Tunísia,0,0,
13/08/1989,Estados Unidos,Coreia do Sul,1,2,
10/08/1989,México,Coreia do Sul,4,2,
30/07/1989,Tunísia,Senegal,0,1,
23/07/1989,Brasil,Japão,1,0,
16/07/1989,Brasil,Uruguai,1,0,
16/07/1989,Senegal,Tunísia,3,0,
14/07/1989,Argentina,Uruguai,0,2,
12/07/1989,Brasil,Argentina,2,0,
08/07/1989,Uruguai,Argentina,0,1,
04/07/1989,Argentina,Equador,0,0,
02/07/1989,Uruguai,Equador,0,1,
21/06/1989,Suíça,Brasil,1,0,
18/06/1989,Dinamarca,Brasil,4,0,
08/06/1989,Brasil,Portugal,4,0,
08/06/1989,Canadá,Bélgica,0,2,
07/06/1989,Dinamarca,Inglaterra,1,1,
03/06/1989,Inglaterra,Polônia,3,0,
31/05/1989,País de Gales,Alemanha,0,0,
23/05/1989,Equador,Uruguai,1,1,
05/05/1989,Coreia do Sul,Japão,1,0,
03/05/1989,Uruguai,Equador,3,1,
30/04/1989,Estados Unidos,Costa Rica,1,0,
26/04/1989,Holanda,Alemanha,1,1,
26/04/1989,Portugal,Suíça,3,1,
16/04/1989,Costa Rica,Estados Unidos,1,0,
13/04/1989,Equador,Argentina,2,2,
12/04/1989,Dinamarca,Canadá,2,0,
15/03/1989,Brasil,Equador,1,0,
15/02/1989,Portugal,Bélgica,1,1,
14/02/1989,México,Polônia,3,1,
22/01/1989,Tunísia,Marrocos,2,1,
20/01/1989,Irã,Japão,2,2,
18/12/1988,Coreia do Sul,Arábia Saudita,0,0,
12/12/1988,Catar,Japão,3,0,
11/12/1988,Coreia do Sul,Irã,3,0,
09/12/1988,Catar,Coreia do Sul,2,3,
06/12/1988,Coreia do Sul,Japão,2,0,
04/12/1988,Japão,Irã,0,0,
02/12/1988,Catar,Irã,0,2,
29/11/1988,Arábia Saudita,Tunísia,1,0,
16/11/1988,Arábia Saudita,Inglaterra,1,1,
26/10/1988,Japão,Coreia do Sul,0,1,
19/10/1988,Bélgica,Suíça,1,0,
19/10/1988,Alemanha,Holanda,0,0,
12/10/1988,Bélgica,Brasil,1,2,
12/10/1988,Espanha,Argentina,1,1,
27/09/1988,Equador,Uruguai,1,2,
15/09/1988,Arábia Saudita,Irã,1,0,
14/09/1988,Inglaterra,Dinamarca,1,0,
14/09/1988,Holanda,País de Gales,1,0,
17/07/1988,Austrália,Brasil,0,2,
16/07/1988,Argentina,Arábia Saudita,2,0,
15/07/1988,Canadá,Polônia,1,2,
14/07/1988,Austrália,Argentina,4,1,
13/07/1988,Brasil,Arábia Saudita,4,1,
10/07/1988,Argentina,Brasil,0,0,
09/07/1988,Austrália,Arábia Saudita,3,0,
07/07/1988,Austrália,Brasil,0,1,
06/07/1988,Argentina,Arábia Saudita,2,2,
21/06/1988,Alemanha,Holanda,1,2,
17/06/1988,Canadá,Costa Rica,0,1,
17/06/1988,Alemanha,Espanha,2,0,
15/06/1988,Inglaterra,Holanda,1,3,
14/06/1988,Alemanha,Dinamarca,2,0,
14/06/1988,Estados Unidos,Costa Rica,1,0,
12/06/1988,Estados Unidos,Equador,0,0,
11/06/1988,Dinamarca,Espanha,2,3,
10/06/1988,Estados Unidos,Equador,0,2,
07/06/1988,Estados Unidos,Equador,0,1,
05/06/1988,Dinamarca,Bélgica,3,1,
05/06/1988,Suíça,Espanha,1,1,
28/05/1988,Suíça,Inglaterra,0,1,
27/04/1988,Alemanha,Suíça,1,0,
02/04/1988,Alemanha,Argentina,1,0,
23/03/1988,Inglaterra,Holanda,2,2,
23/03/1988,França,Espanha,2,1,
23/03/1988,Marrocos,Camarões,0,1,
05/03/1988,Arábia Saudita,Catar,0,0,
05/02/1988,França,Marrocos,2,1,
02/02/1988,França,Suíça,2,1,
16/12/1987,Argentina,Alemanha,1,0,
12/12/1987,Brasil,Alemanha,1,1,
11/11/1987,Portugal,Suíça,0,0,
14/10/1987,Dinamarca,País de Gales,1,0,
14/10/1987,Polônia,Holanda,0,2,
06/10/1987,México,Canadá,4,0,
23/09/1987,Alemanha,Dinamarca,1,0,
09/09/1987,Alemanha,Inglaterra,3,1,
09/09/1987,Holanda,Bélgica,0,0,
09/09/1987,País de Gales,Dinamarca,1,0,
12/08/1987,Alemanha,França,2,1,
09/07/1987,Argentina,Uruguai,0,1,
02/07/1987,Argentina,Equador,3,0,
21/06/1987,Brasil,Equador,4,1,
21/06/1987,Coreia do Sul,Austrália,1,1,
19/06/1987,Uruguai,Equador,2,1,
12/06/1987,Coreia do Sul,Estados Unidos,1,0,
09/06/1987,Austrália,Marrocos,1,0,
27/05/1987,Japão,Senegal,2,2,
19/05/1987,Inglaterra,Brasil,1,1,
18/02/1987,Espanha,Inglaterra,2,4,
04/02/1987,Portugal,Bélgica,1,0,
21/01/1987,Espanha,Holanda,1,1,
19/11/1986,Holanda,Polônia,0,0,
29/10/1986,Suíça,Portugal,1,1,
15/10/1986,Alemanha,Espanha,2,2,
24/09/1986,Dinamarca,Alemanha,0,2,
19/08/1986,Suíça,França,2,0,
29/06/1986,Argentina,Alemanha,3,2,
28/06/1986,França,Bélgica,4,2,
25/06/1986,Argentina,Bélgica,2,0,
25/06/1986,França,Alemanha,0,2,
22/06/1986,Argentina,Inglaterra,2,1,
22/06/1986,Espanha,Bélgica,1,1,
21/06/1986,Brasil,França,1,1,
21/06/1986,México,Alemanha,0,0,
18/06/1986,Dinamarca,Espanha,1,5,
17/06/1986,Marrocos,Alemanha,0,1,
16/06/1986,Argentina,Uruguai,1,0,
16/06/1986,Brasil,Polônia,4,0,
13/06/1986,Dinamarca,Alemanha,2,0,
11/06/1986,Inglaterra,Polônia,3,0,
11/06/1986,Portugal,Marrocos,1,3,
08/06/1986,Dinamarca,Uruguai,6,1,
07/06/1986,Polônia,Portugal,1,0,
06/06/1986,Inglaterra,Marrocos,0,0,
04/06/1986,Uruguai,Alemanha,1,1,
03/06/1986,México,Bélgica,2,1,
03/06/1986,Portugal,Inglaterra,1,0,
02/06/1986,Argentina,Coreia do Sul,3,1,
02/06/1986,Marrocos,Polônia,0,0,
01/06/1986,Canadá,França,0,1,
01/06/1986,Espanha,Brasil,0,1,
24/05/1986,Canadá,Inglaterra,0,1,
19/05/1986,Canadá,País de Gales,0,3,
17/05/1986,México,Inglaterra,0,3,
16/05/1986,Dinamarca,Polônia,1,0,
14/05/1986,Alemanha,Holanda,3,1,
10/05/1986,Canadá,País de Gales,2,0,
27/04/1986,México,Canadá,3,0,
21/04/1986,País de Gales,Uruguai,0,0,
13/04/1986,México,Uruguai,1,0,
09/04/1986,Suíça,Alemanha,0,1,
05/04/1986,Catar,Arábia Saudita,0,2,
26/03/1986,França,Argentina,2,0,
26/03/1986,Espanha,Polônia,3,0,
12/03/1986,Alemanha,Brasil,2,0,
11/03/1986,Camarões,Marrocos,1,1,
06/03/1986,México,Dinamarca,1,1,
26/02/1986,Tunísia,Camarões,1,1,
25/02/1986,Arábia Saudita,País de Gales,1,2,
20/02/1986,Irã,Gana,2,0,
19/02/1986,Espanha,Bélgica,3,0,
16/02/1986,Uruguai,Polônia,2,2,
07/02/1986,Estados Unidos,Uruguai,1,1,
05/02/1986,Estados Unidos,Canadá,0,0,
02/02/1986,Canadá,Uruguai,1,3,
24/01/1986,Catar,Tunísia,2,1,
10/12/1985,México,Coreia do Sul,2,1,
08/12/1985,Tunísia,Polônia,1,0,
03/12/1985,México,Coreia do Sul,2,1,
20/11/1985,Holanda,Bélgica,2,1,
17/11/1985,México,Argentina,1,1,
14/11/1985,México,Argentina,1,1,
03/11/1985,Coreia do Sul,Japão,1,0,
26/10/1985,Japão,Coreia do Sul,1,2,
16/10/1985,Bélgica,Holanda,1,0,
16/10/1985,Alemanha,Portugal,0,1,
