date,home_team,away_team,home_score,away_score,
22/01/1942,Argentina,Equador,12,0,
18/01/1942,Uruguai,Equador,7,0,
18/01/1942,Croácia,Alemanha,0,2,
17/01/1942,Argentina,Brasil,2,1,
01/01/1942,Portugal,Suíça,3,0,
28/12/1941,Espanha,Suíça,3,2,
16/11/1941,Alemanha,Dinamarca,1,1,
15/06/1941,Alemanha,Croácia,5,1,
20/04/1941,Suíça,Alemanha,2,1,
16/03/1941,Espanha,Portugal,5,1,
09/03/1941,Alemanha,Suíça,4,2,
23/02/1941,Argentina,Uruguai,1,0,
16/02/1941,Argentina,Equador,6,1,
09/02/1941,Equador,Uruguai,0,6,
12/01/1941,Portugal,Espanha,2,2,
17/11/1940,Alemanha,Dinamarca,1,0,
15/08/1940,Argentina,Uruguai,5,0,
18/07/1940,Uruguai,Argentina,3,0,
21/04/1940,Holanda,Bélgica,4,2,
21/04/1940,Suíça,Croácia,0,1,
02/04/1940,Croácia,Suíça,4,0,
31/03/1940,Brasil,Uruguai,1,1,
24/03/1940,Brasil,Uruguai,3,4,
17/03/1940,Argentina,Brasil,5,1,
17/03/1940,Bélgica,Holanda,7,1,
10/03/1940,Argentina,Brasil,2,3,
05/03/1940,Argentina,Brasil,6,1,
25/02/1940,Brasil,Argentina,0,3,
18/02/1940,Brasil,Argentina,2,2,
28/01/1940,França,Portugal,3,2,
25/06/1939,Dinamarca,Alemanha,0,2,
04/06/1939,Polônia,Suíça,1,1,
27/05/1939,Polônia,Bélgica,3,3,
20/05/1939,França,País de Gales,2,1,
18/05/1939,Bélgica,França,1,3,
14/05/1939,Bélgica,Suíça,1,2,
07/05/1939,Suíça,Holanda,2,1,
23/04/1939,Holanda,Bélgica,3,2,
19/03/1939,Bélgica,Holanda,5,4,
12/02/1939,Portugal,Suíça,2,4,
29/01/1939,Bélgica,Alemanha,1,4,
22/01/1939,Brasil,Argentina,3,2,
22/01/1939,Equador,Uruguai,0,6,
22/01/1939,França,Polônia,4,0,
15/01/1939,Brasil,Argentina,1,5,
06/11/1938,Suíça,Portugal,1,0,
23/10/1938,Dinamarca,Holanda,2,2,
22/10/1938,País de Gales,Inglaterra,4,2,
12/10/1938,Uruguai,Argentina,2,3,
18/09/1938,Alemanha,Polônia,4,1,
18/06/1938,Argentina,Uruguai,1,0,
09/06/1938,Alemanha,Suíça,2,4,
05/06/1938,Brasil,Polônia,6,5,
05/06/1938,França,Bélgica,3,1,
04/06/1938,Alemanha,Suíça,1,1,
26/05/1938,França,Inglaterra,2,4,
21/05/1938,Suíça,Inglaterra,2,1,
14/05/1938,Alemanha,Inglaterra,3,6,
08/05/1938,Suíça,Bélgica,0,3,
01/05/1938,Suíça,Portugal,2,1,
24/04/1938,Alemanha,Portugal,1,1,
03/04/1938,Bélgica,Holanda,1,1,
13/03/1938,Suíça,Polônia,3,3,
27/02/1938,Holanda,Bélgica,7,2,
06/02/1938,Alemanha,Suíça,1,1,
30/01/1938,França,Bélgica,5,3,
30/01/1938,Portugal,Espanha,1,0,
28/11/1937,Espanha,Portugal,1,2,
17/11/1937,Inglaterra,País de Gales,2,1,
11/11/1937,Argentina,Uruguai,5,1,
31/10/1937,Holanda,França,2,3,
10/10/1937,França,Suíça,2,1,
10/10/1937,Uruguai,Argentina,0,3,
19/09/1937,México,Estados Unidos,7,3,
12/09/1937,México,Estados Unidos,7,2,
12/09/1937,Polônia,Dinamarca,3,1,
16/05/1937,Alemanha,Dinamarca,8,0,
02/05/1937,Holanda,Bélgica,1,0,
02/05/1937,Suíça,Alemanha,0,1,
25/04/1937,Alemanha,Bélgica,1,0,
18/04/1937,Bélgica,Suíça,1,2,
04/04/1937,Bélgica,Holanda,2,1,
21/03/1937,Alemanha,França,4,0,
07/03/1937,Holanda,Suíça,2,1,
21/02/1937,Bélgica,França,3,1,
01/02/1937,Argentina,Brasil,2,0,
31/01/1937,Alemanha,Holanda,2,2,
30/01/1937,Argentina,Brasil,1,0,
23/01/1937,Argentina,Uruguai,2,3,
19/01/1937,Brasil,Uruguai,3,2,
17/10/1936,País de Gales,Inglaterra,2,1,
04/10/1936,Dinamarca,Polônia,2,1,
20/09/1936,Uruguai,Argentina,2,1,
13/09/1936,Polônia,Alemanha,1,1,
09/08/1936,Argentina,Uruguai,1,0,
24/05/1936,Suíça,Bélgica,1,1,
09/05/1936,Bélgica,Inglaterra,3,2,
03/05/1936,Bélgica,Holanda,1,1,
03/05/1936,Suíça,Espanha,0,2,
29/03/1936,Holanda,Bélgica,8,0,
08/03/1936,França,Bélgica,3,0,
27/02/1936,Portugal,Alemanha,1,3,
23/02/1936,Espanha,Alemanha,1,2,
16/02/1936,Bélgica,Polônia,0,2,
05/02/1936,Inglaterra,País de Gales,1,2,
12/01/1936,França,Holanda,1,6,
04/12/1935,Inglaterra,Alemanha,3,0,
03/11/1935,Holanda,Dinamarca,3,0,
27/10/1935,Suíça,França,2,1,
15/09/1935,Alemanha,Polônia,1,0,
15/08/1935,Argentina,Uruguai,3,0,
18/07/1935,Uruguai,Argentina,1,1,
30/05/1935,Bélgica,Suíça,2,2,
18/05/1935,Holanda,Inglaterra,0,1,
12/05/1935,Bélgica,Holanda,0,2,
12/05/1935,Alemanha,Espanha,1,2,
05/05/1935,Portugal,Espanha,3,3,
28/04/1935,Bélgica,Alemanha,1,6,
14/04/1935,Bélgica,França,1,1,
31/03/1935,Holanda,Bélgica,4,2,
17/03/1935,França,Alemanha,1,3,
17/02/1935,Holanda,Alemanha,2,3,
27/01/1935,Argentina,Uruguai,0,3,
27/01/1935,Alemanha,Suíça,4,0,
24/01/1935,Espanha,França,2,0,
04/11/1934,Suíça,Holanda,2,4,
07/10/1934,Dinamarca,Alemanha,2,5,
29/09/1934,País de Gales,Inglaterra,0,4,
09/09/1934,Polônia,Alemanha,2,5,
15/08/1934,Argentina,Uruguai,1,0,
18/07/1934,Uruguai,Argentina,2,2,
27/05/1934,Bélgica,Alemanha,2,5,
27/05/1934,Brasil,Espanha,1,3,
27/05/1934,Holanda,Suíça,2,3,
24/05/1934,México,Estados Unidos,2,4,
21/05/1934,Dinamarca,Polônia,4,2,
10/05/1934,Holanda,França,4,5,
29/04/1934,Bélgica,Holanda,2,4,
18/03/1934,Portugal,Espanha,1,2,
11/03/1934,França,Suíça,0,1,
11/03/1934,Holanda,Bélgica,9,3,
11/03/1934,Espanha,Portugal,9,0,
21/01/1934,Bélgica,França,2,3,
14/12/1933,Uruguai,Argentina,0,1,
06/12/1933,Inglaterra,França,4,1,
03/12/1933,Alemanha,Polônia,1,0,
26/11/1933,Bélgica,Dinamarca,2,2,
19/11/1933,Suíça,Alemanha,0,2,
15/11/1933,Inglaterra,País de Gales,1,2,
22/10/1933,Alemanha,Bélgica,8,1,
04/06/1933,Polônia,Bélgica,0,1,
25/05/1933,França,País de Gales,1,1,
20/05/1933,Suíça,Inglaterra,0,4,
07/05/1933,Holanda,Bélgica,1,2,
23/04/1933,França,Espanha,1,0,
09/04/1933,Bélgica,Holanda,1,3,
02/04/1933,Espanha,Portugal,3,0,
26/03/1933,França,Bélgica,3,0,
19/03/1933,Alemanha,França,3,3,
12/03/1933,Suíça,Bélgica,3,3,
05/02/1933,Argentina,Uruguai,4,1,
22/01/1933,Holanda,Suíça,0,2,
21/01/1933,Uruguai,Argentina,2,1,
04/12/1932,Alemanha,Holanda,0,2,
04/12/1932,Uruguai,Brasil,1,2,
16/11/1932,País de Gales,Inglaterra,0,0,
05/06/1932,Dinamarca,Bélgica,3,4,
18/05/1932,Uruguai,Argentina,1,0,
15/05/1932,Argentina,Uruguai,2,0,
01/05/1932,Bélgica,França,5,2,
17/04/1932,Holanda,Bélgica,2,1,
20/03/1932,Bélgica,Holanda,1,4,
20/03/1932,Suíça,França,3,3,
06/03/1932,Alemanha,Suíça,2,0,
09/12/1931,Inglaterra,Espanha,7,1,
06/12/1931,Bélgica,Suíça,2,1,
29/11/1931,França,Holanda,3,4,
18/11/1931,Inglaterra,País de Gales,3,1,
11/10/1931,Bélgica,Polônia,2,1,
27/09/1931,Alemanha,Dinamarca,4,2,
06/09/1931,Brasil,Uruguai,2,0,
14/06/1931,Dinamarca,Holanda,0,2,
31/05/1931,Portugal,Bélgica,3,2,
16/05/1931,Bélgica,Inglaterra,1,4,
14/05/1931,França,Inglaterra,5,2,
03/05/1931,Bélgica,Holanda,4,2,
26/04/1931,Holanda,Alemanha,1,1,
29/03/1931,Holanda,Bélgica,3,2,
15/03/1931,França,Alemanha,1,0,
07/12/1930,França,Bélgica,2,2,
30/11/1930,Portugal,Espanha,0,1,
22/11/1930,País de Gales,Inglaterra,0,4,
02/11/1930,Suíça,Holanda,6,3,
07/09/1930,Dinamarca,Alemanha,6,3,
17/08/1930,Brasil,Estados Unidos,4,3,
01/08/1930,Brasil,França,3,2,
30/07/1930,Uruguai,Argentina,4,2,
26/07/1930,Argentina,Estados Unidos,6,1,
19/07/1930,Argentina,México,6,3,
15/07/1930,Argentina,França,1,0,
13/07/1930,Bélgica,Estados Unidos,0,3,
13/07/1930,França,México,4,1,
08/06/1930,Bélgica,Portugal,2,1,
25/05/1930,Argentina,Uruguai,1,1,
25/05/1930,Bélgica,França,1,2,
18/05/1930,Bélgica,Holanda,3,1,
10/05/1930,Alemanha,Inglaterra,3,3,
04/05/1930,Holanda,Bélgica,2,2,
04/05/1930,Suíça,Alemanha,0,5,
13/04/1930,França,Bélgica,1,6,
23/03/1930,França,Suíça,3,3,
23/02/1930,Portugal,França,2,0,
20/11/1929,Inglaterra,País de Gales,6,0,
17/11/1929,Argentina,Uruguai,2,0,
28/09/1929,Argentina,Uruguai,0,0,
20/09/1929,Uruguai,Argentina,2,1,
16/06/1929,Argentina,Uruguai,2,0,
16/06/1929,Uruguai,Argentina,1,1,
26/05/1929,Bélgica,França,4,1,
15/05/1929,Espanha,Inglaterra,4,3,
11/05/1929,Bélgica,Inglaterra,1,5,
09/05/1929,França,Inglaterra,1,4,
05/05/1929,Bélgica,Holanda,3,1,
14/04/1929,Espanha,França,8,1,
24/03/1929,França,Portugal,2,0,
17/03/1929,Holanda,Suíça,3,2,
17/03/1929,Espanha,Portugal,5,0,
10/02/1929,Alemanha,Suíça,7,1,
17/11/1928,País de Gales,Inglaterra,2,3,
04/11/1928,Holanda,Bélgica,1,1,
21/09/1928,Uruguai,Argentina,2,2,
16/09/1928,Alemanha,Dinamarca,2,1,
30/08/1928,Argentina,Uruguai,1,0,
10/06/1928,Polônia,Estados Unidos,3,3,
19/05/1928,Bélgica,Inglaterra,1,3,
17/05/1928,França,Inglaterra,1,5,
06/05/1928,Suíça,Holanda,2,1,
29/04/1928,França,Portugal,1,1,
22/04/1928,Holanda,Dinamarca,2,0,
15/04/1928,França,Bélgica,2,3,
15/04/1928,Suíça,Alemanha,2,3,
01/04/1928,Bélgica,Holanda,1,0,
01/04/1928,Portugal,Argentina,0,0,
11/03/1928,Holanda,Bélgica,1,1,
11/03/1928,Suíça,França,4,3,
08/01/1928,Portugal,Espanha,2,2,
28/11/1927,Inglaterra,País de Gales,1,2,
20/11/1927,Argentina,Uruguai,3,2,
20/11/1927,Alemanha,Holanda,2,2,
02/10/1927,Dinamarca,Alemanha,3,1,
30/08/1927,Argentina,Uruguai,0,1,
14/07/1927,Uruguai,Argentina,0,1,
12/06/1927,Dinamarca,Holanda,1,1,
26/05/1927,França,Inglaterra,0,6,
22/05/1927,França,Espanha,1,4,
11/05/1927,Bélgica,Inglaterra,1,9,
01/05/1927,Holanda,Bélgica,3,2,
17/04/1927,Espanha,Suíça,1,0,
16/03/1927,Portugal,França,4,0,
13/03/1927,Bélgica,Holanda,2,0,
12/02/1927,País de Gales,Inglaterra,3,3,
12/12/1926,Alemanha,Suíça,2,3,
06/11/1926,Estados Unidos,Canadá,6,2,
31/10/1926,Holanda,Alemanha,2,3,
24/10/1926,Argentina,Uruguai,0,2,
20/06/1926,Bélgica,França,2,2,
13/06/1926,Dinamarca,Holanda,4,1,
24/05/1926,Bélgica,Inglaterra,3,5,
02/05/1926,Holanda,Bélgica,1,5,
25/04/1926,França,Suíça,1,0,
18/04/1926,França,Portugal,4,2,
18/04/1926,Alemanha,Holanda,4,2,
11/04/1926,França,Bélgica,4,3,
28/03/1926,Holanda,Suíça,5,0,
14/03/1926,Bélgica,Holanda,1,1,
01/03/1926,Inglaterra,País de Gales,1,3,
25/12/1925,Argentina,Brasil,2,2,
13/12/1925,Argentina,Brasil,4,1,
08/11/1925,Estados Unidos,Canadá,6,1,
25/10/1925,Holanda,Dinamarca,4,2,
25/10/1925,Suíça,Alemanha,0,4,
27/06/1925,Canadá,Estados Unidos,1,0,
01/06/1925,Suíça,Espanha,0,3,
24/05/1925,Suíça,Bélgica,0,0,
21/05/1925,França,Inglaterra,2,3,
03/05/1925,Holanda,Bélgica,5,0,
19/04/1925,Suíça,Holanda,4,1,
29/03/1925,Holanda,Alemanha,2,1,
15/03/1925,Bélgica,Holanda,0,1,
28/02/1925,País de Gales,Inglaterra,1,2,
14/12/1924,Alemanha,Suíça,1,1,
08/12/1924,Inglaterra,Bélgica,4,0,
11/11/1924,Bélgica,França,3,0,
02/11/1924,Uruguai,Argentina,0,0,
05/10/1924,Dinamarca,Bélgica,2,1,
02/10/1924,Argentina,Uruguai,2,1,
21/09/1924,Uruguai,Argentina,1,1,
26/07/1924,Austrália,Canadá,1,0,
12/07/1924,Austrália,Canadá,1,4,
28/06/1924,Austrália,Canadá,0,0,
23/06/1924,Austrália,Canadá,4,1,
14/06/1924,Austrália,Canadá,0,1,
10/06/1924,Polônia,Estados Unidos,2,3,
07/06/1924,Austrália,Canadá,3,2,
25/05/1924,Argentina,Uruguai,4,0,
25/05/1924,Uruguai,Argentina,2,0,
17/05/1924,França,Inglaterra,1,3,
27/04/1924,Bélgica,Holanda,1,1,
21/04/1924,Holanda,Alemanha,0,1,
21/04/1924,Suíça,Dinamarca,2,0,
23/03/1924,Holanda,Bélgica,1,1,
23/03/1924,Suíça,França,3,0,
03/03/1924,Inglaterra,País de Gales,1,2,
13/01/1924,França,Bélgica,2,0,
16/12/1923,Espanha,Portugal,3,0,
09/12/1923,Argentina,Brasil,2,0,
02/12/1923,Argentina,Brasil,0,2,
02/12/1923,Uruguai,Argentina,2,0,
25/11/1923,Holanda,Suíça,4,1,
25/11/1923,Uruguai,Brasil,2,1,
18/11/1923,Argentina,Brasil,2,1,
01/11/1923,Bélgica,Inglaterra,2,2,
30/09/1923,Uruguai,Argentina,0,2,
22/07/1923,Uruguai,Argentina,2,2,
15/07/1923,Argentina,Uruguai,2,2,
24/06/1923,Argentina,Uruguai,0,0,
17/06/1923,Dinamarca,Suíça,3,2,
03/06/1923,Suíça,Alemanha,1,2,
10/05/1923,França,Inglaterra,1,4,
10/05/1923,Alemanha,Holanda,0,0,
29/04/1923,Holanda,Bélgica,1,1,
22/04/1923,França,Suíça,2,2,
02/04/1923,Holanda,França,8,1,
19/03/1923,Inglaterra,Bélgica,6,1,
05/03/1923,País de Gales,Inglaterra,2,2,
25/02/1923,Bélgica,França,4,1,
04/02/1923,Bélgica,Espanha,1,0,
28/01/1923,Espanha,França,3,0,
17/12/1922,Argentina,Uruguai,2,2,
17/12/1922,Portugal,Espanha,1,2,
10/12/1922,Uruguai,Argentina,1,0,
19/11/1922,Suíça,Holanda,5,0,
12/11/1922,Uruguai,Argentina,1,0,
22/10/1922,Brasil,Argentina,2,1,
15/10/1922,Brasil,Argentina,2,0,
08/10/1922,Argentina,Uruguai,0,1,
01/10/1922,Brasil,Uruguai,0,0,
07/05/1922,Holanda,Bélgica,1,2,
30/04/1922,França,Espanha,0,4,
17/04/1922,Holanda,Dinamarca,2,0,
15/04/1922,Bélgica,Dinamarca,0,0,
26/03/1922,Bélgica,Holanda,4,0,
26/03/1922,Alemanha,Suíça,2,2,
13/03/1922,Inglaterra,País de Gales,1,0,
15/01/1922,França,Bélgica,2,1,
18/12/1921,Espanha,Portugal,3,1,
13/11/1921,França,Holanda,0,5,
30/10/1921,Argentina,Uruguai,1,0,
23/10/1921,Brasil,Uruguai,1,2,
02/10/1921,Argentina,Brasil,1,0,
12/06/1921,Dinamarca,Holanda,1,1,
21/05/1921,Bélgica,Inglaterra,0,2,
15/05/1921,Bélgica,Holanda,1,1,
14/03/1921,País de Gales,Inglaterra,0,0,
06/03/1921,Bélgica,França,3,1,
25/09/1920,Argentina,Brasil,2,0,
18/09/1920,Brasil,Uruguai,0,6,
12/09/1920,Uruguai,Argentina,1,1,
08/08/1920,Argentina,Uruguai,1,0,
25/07/1920,Argentina,Uruguai,1,3,
18/07/1920,Uruguai,Argentina,2,0,
27/06/1920,Suíça,Alemanha,4,1,
16/05/1920,Suíça,Holanda,2,1,
05/04/1920,Holanda,Dinamarca,2,0,
28/03/1920,França,Bélgica,2,1,
15/03/1920,Inglaterra,País de Gales,1,2,
29/02/1920,Suíça,França,0,2,
07/12/1919,Uruguai,Argentina,4,2,
19/10/1919,Argentina,Uruguai,6,1,
07/09/1919,Argentina,Uruguai,1,2,
24/08/1919,Uruguai,Argentina,2,1,
18/07/1919,Uruguai,Argentina,4,1,
01/06/1919,Brasil,Argentina,3,3,
29/05/1919,Brasil,Uruguai,1,0,
26/05/1919,Brasil,Uruguai,2,2,
18/05/1919,Brasil,Argentina,3,1,
13/05/1919,Argentina,Uruguai,2,3,
09/03/1919,Bélgica,França,2,2,
29/09/1918,Argentina,Uruguai,2,0,
20/09/1918,Uruguai,Argentina,1,1,
25/08/1918,Argentina,Uruguai,2,1,
15/08/1918,Argentina,Uruguai,0,0,
28/07/1918,Uruguai,Argentina,3,1,
18/07/1918,Uruguai,Argentina,1,1,
16/10/1917,Uruguai,Brasil,3,1,
14/10/1917,Uruguai,Argentina,1,0,
07/10/1917,Uruguai,Brasil,4,0,
03/10/1917,Argentina,Brasil,4,2,
02/09/1917,Uruguai,Argentina,1,0,
15/08/1917,Argentina,Uruguai,1,0,
18/07/1917,Uruguai,Argentina,0,2,
29/10/1916,Uruguai,Argentina,3,1,
01/10/1916,Argentina,Uruguai,7,2,
01/10/1916,Uruguai,Argentina,0,1,
15/08/1916,Argentina,Uruguai,3,1,
15/08/1916,Uruguai,Argentina,1,2,
18/07/1916,Uruguai,Brasil,0,1,
17/07/1916,Argentina,Uruguai,0,0,
12/07/1916,Brasil,Uruguai,1,2,
10/07/1916,Argentina,Brasil,1,1,
12/09/1915,Uruguai,Argentina,2,0,
15/08/1915,Argentina,Uruguai,2,1,
18/07/1915,Uruguai,Argentina,2,3,
27/09/1914,Argentina,Brasil,0,1,
20/09/1914,Argentina,Brasil,3,0,
13/09/1914,Argentina,Uruguai,2,1,
30/08/1914,Uruguai,Argentina,3,2,
17/05/1914,Dinamarca,Holanda,4,3,
26/04/1914,Holanda,Bélgica,4,2,
05/04/1914,Holanda,Alemanha,4,4,
16/03/1914,País de Gales,Inglaterra,0,2,
15/03/1914,Bélgica,Holanda,2,4,
08/03/1914,França,Suíça,2,2,
25/01/1914,França,Bélgica,4,3,
23/11/1913,Bélgica,Alemanha,6,2,
02/11/1913,Bélgica,Suíça,2,0,
26/10/1913,Alemanha,Dinamarca,1,4,
26/10/1913,Uruguai,Argentina,1,0,
05/10/1913,Uruguai,Argentina,1,0,
31/08/1913,Argentina,Uruguai,2,0,
15/08/1913,Argentina,Uruguai,4,0,
09/07/1913,Argentina,Uruguai,2,1,
15/06/1913,Argentina,Uruguai,1,1,
18/05/1913,Alemanha,Suíça,1,2,
04/05/1913,Suíça,Bélgica,1,2,
20/04/1913,Holanda,Bélgica,2,4,
17/03/1913,Inglaterra,País de Gales,4,3,
09/03/1913,Bélgica,Holanda,3,3,
09/03/1913,Suíça,França,1,4,
16/02/1913,Bélgica,França,3,0,
01/12/1912,Uruguai,Argentina,1,3,
17/11/1912,Alemanha,Holanda,2,3,
06/10/1912,Argentina,Uruguai,3,3,
06/10/1912,Dinamarca,Alemanha,3,1,
22/09/1912,Argentina,Uruguai,0,1,
25/08/1912,Uruguai,Argentina,3,0,
15/08/1912,Uruguai,Argentina,2,0,
05/05/1912,Suíça,Alemanha,1,2,
28/04/1912,Holanda,Bélgica,4,3,
24/03/1912,Holanda,Alemanha,5,5,
11/03/1912,País de Gales,Inglaterra,0,2,
10/03/1912,Bélgica,Holanda,1,2,
20/02/1912,Bélgica,Suíça,9,2,
18/02/1912,França,Suíça,4,1,
28/01/1912,França,Bélgica,1,1,
29/10/1911,Uruguai,Argentina,3,0,
22/10/1911,Argentina,Uruguai,2,0,
08/10/1911,Uruguai,Argentina,1,1,
17/09/1911,Uruguai,Argentina,2,3,
15/08/1911,Argentina,Uruguai,0,2,
30/04/1911,Bélgica,França,7,1,
23/04/1911,Bélgica,Alemanha,2,1,
23/04/1911,Suíça,França,5,2,
02/04/1911,Holanda,Bélgica,3,1,
26/03/1911,Alemanha,Suíça,6,2,
19/03/1911,Bélgica,Holanda,1,5,
13/03/1911,Inglaterra,País de Gales,3,0,
27/11/1910,Argentina,Uruguai,2,6,
13/11/1910,Argentina,Uruguai,1,1,
16/10/1910,Alemanha,Holanda,1,2,
15/08/1910,Uruguai,Argentina,3,1,
12/06/1910,Argentina,Uruguai,4,1,
16/05/1910,Alemanha,Bélgica,0,3,
24/04/1910,Holanda,Alemanha,4,2,
10/04/1910,Holanda,Bélgica,7,0,
03/04/1910,França,Bélgica,0,4,
03/04/1910,Suíça,Alemanha,2,3,
14/03/1910,País de Gales,Inglaterra,0,1,
13/03/1910,Bélgica,Holanda,3,2,
10/10/1909,Argentina,Uruguai,3,1,
19/09/1909,Uruguai,Argentina,2,2,
15/08/1909,Argentina,Uruguai,2,1,
09/05/1909,Bélgica,França,5,2,
25/04/1909,Holanda,Bélgica,4,1,
04/04/1909,Alemanha,Suíça,1,0,
21/03/1909,Bélgica,Holanda,1,4,
15/03/1909,Inglaterra,País de Gales,2,0,
04/10/1908,Argentina,Uruguai,0,1,
13/09/1908,Argentina,Uruguai,2,1,
15/08/1908,Uruguai,Argentina,2,2,
10/05/1908,Holanda,França,4,1,
26/04/1908,Holanda,Bélgica,3,1,
12/04/1908,França,Bélgica,1,2,
05/04/1908,Suíça,Alemanha,5,3,
29/03/1908,Bélgica,Holanda,1,4,
16/03/1908,País de Gales,Inglaterra,1,7,
08/03/1908,Suíça,França,1,2,
09/05/1907,Holanda,Bélgica,1,2,
21/04/1907,Bélgica,França,1,2,
14/04/1907,Bélgica,Holanda,1,3,
18/03/1907,Inglaterra,País de Gales,1,1,
21/10/1906,Argentina,Uruguai,2,1,
15/08/1906,Uruguai,Argentina,0,2,
13/05/1906,Holanda,Bélgica,2,3,
29/04/1906,Bélgica,Holanda,5,0,
22/04/1906,França,Bélgica,0,5,
19/03/1906,País de Gales,Inglaterra,0,1,
15/08/1905,Argentina,Uruguai,0,0,
14/05/1905,Holanda,Bélgica,4,0,
07/05/1905,Bélgica,França,7,0,
30/04/1905,Bélgica,Holanda,1,4,
27/03/1905,Inglaterra,País de Gales,3,1,
12/02/1905,França,Suíça,1,0,
01/05/1904,Bélgica,França,3,3,
29/02/1904,País de Gales,Inglaterra,2,2,
13/09/1903,Argentina,Uruguai,2,3,
02/03/1903,Inglaterra,País de Gales,2,1,
20/07/1902,Uruguai,Argentina,0,6,
03/03/1902,País de Gales,Inglaterra,0,0,
18/03/1901,Inglaterra,País de Gales,6,0,
26/03/1900,País de Gales,Inglaterra,1,1,
29/03/1897,Inglaterra,País de Gales,4,0,
29/03/1886,País de Gales,Inglaterra,1,3,
28/11/1885,Estados Unidos,Canadá,0,1,
28/03/1898,País de Gales,Inglaterra,0,3,
26/02/1887,Inglaterra,País de Gales,4,0,
26/02/1881,Inglaterra,País de Gales,0,1,
25/11/1886,Estados Unidos,Canadá,3,2,
23/02/1889,Inglaterra,País de Gales,4,1,
20/03/1899,Inglaterra,País de Gales,4,0,
18/03/1895,Inglaterra,País de Gales,1,1,
18/01/1879,Inglaterra,País de Gales,2,1,
17/03/1884,País de Gales,Inglaterra,0,4,
16/03/1896,País de Gales,Inglaterra,1,9,
15/03/1890,País de Gales,Inglaterra,1,3,
15/03/1880,País de Gales,Inglaterra,2,3,
14/03/1885,Inglaterra,País de Gales,1,1,
13/03/1893,Inglaterra,País de Gales,6,0,
13/03/1882,País de Gales,Inglaterra,5,3,
12/03/1894,País de Gales,Inglaterra,1,5,
07/03/1891,Inglaterra,País de Gales,4,1,
05/03/1892,País de Gales,Inglaterra,0,2,
04/02/1888,Inglaterra,País de Gales,5,1,
03/02/1883,Inglaterra,País de Gales,5,0,
